unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
83,minagawa-kawai2007a,"Minagawa-Kawai, Y., Mori, K., Naoi, N., & Koijima, S. (2007). Neural Attunement Processes in Infants during the Acquisition of a Language-Specific Phonemic Contrast. The Journal of Neuroscience, 27(2), 315–321.",Minagawa-Kawai et al. (2007),yes,Sho Tsuji,1,NA,162,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,14,NA,197.73,NA,0.1154389685,0,0.2356953896,NA,6.11,NA,NA,NA,NA,NA,native,NA,NA,30.42,NA,10,NA,NA,NA,NA,NA,NA,NA,mama -mama:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,mama -mama:,Japanese,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,184,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,0.48978034188921615,0.07999588511789704,0.45916907052114014,0.0703088834044017,0.23786159268640258,0.0167928908672972,0.24250623589247627,0.09090909090909091,0.8883632727330782,0.26317591327621176,group_means_one,197.73,14,minagawa-kawai2007a 162,,6.496396229902051,2007
84,minagawa-kawai2007a,"Minagawa-Kawai, Y., Mori, K., Naoi, N., & Koijima, S. (2007). Neural Attunement Processes in Infants during the Acquisition of a Language-Specific Phonemic Contrast. The Journal of Neuroscience, 27(2), 315–321.",Minagawa-Kawai et al. (2007),yes,Sho Tsuji,1,NA,163,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,11,NA,319.41,NA,0.04182136196,0,0.2278955146,NA,3.335,NA,NA,NA,NA,NA,native,NA,NA,30.42,NA,17,NA,NA,NA,NA,NA,NA,NA,mama -mama:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,mama -mama:,Japanese,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,184,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4433757494,Vowel discrimination (native),inphondb-native,early_language,0.18351112365420816,0.0924398332956741,0.16821853001635748,0.07767513769983725,0.09137173488588407,0.022535956491690892,0.0916272975587124,0.125,0.33285235941390967,0.30411486184365055,group_means_one,319.41,11,minagawa-kawai2007a 163,,10.494178525226392,2007
85,minagawa-kawai2007a,"Minagawa-Kawai, Y., Mori, K., Naoi, N., & Koijima, S. (2007). Neural Attunement Processes in Infants during the Acquisition of a Language-Specific Phonemic Contrast. The Journal of Neuroscience, 27(2), 315–321.",Minagawa-Kawai et al. (2007),yes,Sho Tsuji,1,NA,164,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,9,NA,410.67,NA,0.203031069,0,0.1826535646,NA,4.73,NA,NA,NA,NA,NA,native,NA,NA,60.84,NA,19,NA,NA,NA,NA,NA,NA,NA,mama -mama:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,mama -mama:,Japanese,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,184,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,1.111563683110294,0.1797541012005401,0.9924675742056197,0.1432988689417571,0.485794065754511,0.02004037887892697,0.5305403986185665,0.16666666666666666,2.0161535017312966,0.5913672894409042,group_means_one,410.67,9,minagawa-kawai2007a 164,,13.492515246719645,2007
86,minagawa-kawai2007b,"Minagawa-Kawai, Y., Naoi, N., Nishijima, N., Kojima, S., & Dupoux, E. (2007). Developmental Changes in Cerebral Responses to Native and Non-Native Vowels: A NIRS Study]. Proceedings of the International Conference of Phonetic Sciences XVI.",Minagawa-Kawai et al. (2007b),NA,Sho Tsuji,1,NA,170,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,12,NA,119,NA,0.1243179165,0,0.1929170465,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,i-M_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,i-ɯ_,Japanese,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,0.644411257353559,0.10063607785849978,0.5960804130520421,0.08610674411767888,0.30667945906464433,0.01870695514394134,0.3168760004429676,0.1111111111111111,1.1688327288932583,0.3310794256468736,group_means_one,119,12,minagawa-kawai2007b 170,,3.909731205979589,2007
87,minagawa-kawai2007b,"Minagawa-Kawai, Y., Naoi, N., Nishijima, N., Kojima, S., & Dupoux, E. (2007). Developmental Changes in Cerebral Responses to Native and Non-Native Vowels: A NIRS Study]. Proceedings of the International Conference of Phonetic Sciences XVI.",Minagawa-Kawai et al. (2007b),NA,Sho Tsuji,1,NA,170,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,12,NA,229,NA,0.2258410254,0,0.1961106713,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,i-M_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,i-ɯ_,Japanese,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,Vowel discrimination (native),inphondb-native,early_language,1.1515998793075366,0.1385909284175472,1.0652298883594713,0.11858186312726383,0.4989920172166312,0.014675966444753524,0.5479630690126521,0.1111111111111111,2.088771128940212,0.45594587902029465,group_means_one,229,12,minagawa-kawai2007b 170,,7.523768455204419,2007
88,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,2,NA,19,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,8,NA,547.56,NA,NA,NA,2.771858582,2.347594514,NA,3.597,NA,NA,NA,NA,native,NA,NA,26.42,NA,3.5,NA,NA,NA,NA,NA,3.59,NA,ta:ku-taku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,ta:ku-taku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,1.3977021184484721,0.3007253295197092,1.2229893536424132,0.23024283041352736,0.5728301220043774,0.022801180576672277,0.6517250630966382,0.2,2.5351512138306584,0.9893466785822564,subj_diff_two,547.56,8,mugitani2009 19,,17.990020328959524,2009
89,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,2,NA,20,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,8,NA,547.56,NA,NA,NA,2.432447327,2.064751801,NA,1.204,NA,NA,NA,NA,native,NA,NA,26.42,NA,3.5,NA,NA,NA,NA,NA,-1.2,NA,taku-ta:ku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,taku-ta:ku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,-0.5318906486563102,0.1704311123830019,-0.4654043175742714,0.13048632041823582,-0.2570117621461806,0.03470984924689627,-0.26290617594198035,0.2,-0.9647429203749411,0.5606958856192769,subj_diff_two,547.56,8,mugitani2009 20,,17.990020328959524,2009
90,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,3,NA,21,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,12,NA,550.56,NA,NA,NA,3.637306696,3.083050437,NA,6.081,NA,NA,NA,NA,native,NA,NA,27.42,NA,11.5,NA,NA,NA,NA,NA,2.27,NA,ta:ku-taku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,ta:ku-taku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,Vowel discrimination (native),inphondb-native,early_language,0.6732734140138293,0.09505404541740987,0.6227779079627922,0.08133061761027133,0.3190440363398078,0.01722049300523793,0.3305824492430722,0.1111111111111111,1.2211828902940849,0.3127152749976721,subj_diff_two,550.56,12,mugitani2009 21,,18.08858498121111,2009
91,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,3,NA,22,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,12,NA,550.56,NA,NA,NA,3.637306696,5.022947342,NA,0.17,NA,NA,NA,NA,native,NA,NA,27.42,NA,11.5,NA,NA,NA,NA,NA,-0.12,NA,taku-ta:ku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,taku-ta:ku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5708368185,Vowel discrimination (native),inphondb-native,early_language,-0.027364757502550154,0.07155839816471556,-0.025312400689858894,0.06122715442968475,-0.01368109820918762,0.01787955610083797,-0.013681951879941904,0.1111111111111111,-0.04963417976054901,0.23541769382046043,subj_diff_two,550.56,12,mugitani2009 22,,18.08858498121111,2009
92,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,4,NA,23,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,8,NA,301.78,NA,NA,NA,1.81019336,4.723473298,NA,NA,NA,NA,NA,NA,native,NA,NA,35.42,NA,4.5,NA,NA,NA,NA,NA,2.68,NA,ta:ku-taku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,ta:ku-taku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4433757494,Vowel discrimination (native),inphondb-native,early_language,0.7492584005203625,0.17424282207189573,0.6556011004553172,0.13340466064879516,0.35081899964233504,0.02937539999092792,0.366377392456664,0.2,1.3590044105109806,0.5732359078596707,subj_diff_two,301.78,8,mugitani2009 23,,9.914946918827901,2009
93,mugitani2009,"Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247.",Mugitani et al. (2009),yes,Alex Cristia,4,NA,24,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,8,NA,301.78,NA,NA,NA,2.234457429,2.630437226,NA,NA,NA,NA,NA,NA,native,NA,NA,35.42,NA,4.5,NA,NA,NA,NA,NA,2,NA,taku-ta:ku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,taku-ta:ku,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,Vowel discrimination (native),inphondb-native,early_language,0.8195069689477298,0.15622447950961846,0.7170685978292636,0.11960936712455163,0.3791579908674069,0.024517401679953615,0.3990759022289819,0.2,1.4864212192629034,0.5139579368420082,subj_diff_two,301.78,8,mugitani2009 24,,9.914946918827901,2009
94,mulak2017,"Mulak KE, Bonn CD, Chládková K, Aslin RN, Escudero P (2017) Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences. PLOS ONE 12(5)",Mulak et al (2017),yes,CI,1,native,NHD_speaker_change,eye-tracking,familiarization,central fixation,looking_time,within_two,North Holland Dutch,typical,NA,NA,16,NA,360.714,NA,4490.065,4548.16,2050.126,2258.527,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,5.5,NA,8,NA,NA,NA,NA,NA,E-I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,ɛ-I,NHDutch,0,NA,NA,NA,NA,NA,NA,459.5,364.5,1975.5,2459.5,NA,NA,57,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,-0.026935175978332608,0.07639736374078074,-0.025492220122350504,0.06843118454969804,-0.013466366807160639,0.01908895222198954,-0.013467180906350207,0.07692307692307693,-0.04885500506503646,0.2513372524692114,group_means_two,360.714,16,mulak2017 NHD_speaker_change,,11.85121665742623,2017
95,mulak2017,"Mulak KE, Bonn CD, Chládková K, Aslin RN, Escudero P (2017) Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences. PLOS ONE 12(5)",Mulak et al (2017),yes,CI,1,native,NHD_accent_change,eye-tracking,familiarization,central fixation,looking_time,within_two,North Holland Dutch,typical,NA,NA,21,NA,364.0624,NA,4189.54,4032.02,3185.043,2780.566,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,5.5,NA,10,NA,NA,NA,NA,NA,E-I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,ɛ-I,NHDutch,0,NA,NA,NA,NA,NA,NA,459.5,364.5,1975.5,2459.5,NA,NA,57,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1448314569,Vowel discrimination (native),inphondb-native,early_language,0.052688394709706855,0.08151071998421633,0.05060858965537632,0.07520267084416357,0.026335060453542666,0.020335311465823458,0.026341151087160647,0.05555555555555555,0.09556617682698781,0.2681595202307279,group_means_two,364.0624,21,mulak2017 NHD_accent_change,,11.961227951292635,2017
97,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,1,NA,25,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,20,NA,205.6392,NA,NA,NA,1.38,2.18,2.19,NA,NA,NA,NA,NA,accented,NA,NA,52.9308,NA,NA,NA,NA,NA,NA,NA,0.92,NA,paIn-pa:n[southern]_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,pain-pa:n[southern]_,not_looked_up,1,0,2,0,0,0,0,989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,0.5042780568404142,0.07780826047526859,0.4832664711387303,0.07145932255454356,0.2444872415882576,0.016168229632451174,0.24954110048625303,0.058823529411764705,0.91465921889441,0.25597891667593936,subj_diff_two,205.6392,20,phan2008 25,,6.756252079098133,2008
98,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,1,NA,26,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,20,NA,341.0082,NA,NA,NA,1.75,2.3,-0.08,NA,NA,NA,NA,NA,accented,NA,NA,46.8468,NA,NA,NA,NA,NA,NA,NA,-0.05,NA,paIn-pa:n[southern]_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,pain-pa:n[southern]_,not_looked_up,1,0,2,0,0,0,0,989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,-0.0244667767945954,0.06111471897916791,-0.02344732776148726,0.05612792767357609,-0.01223247310131817,0.015271822168707263,-0.012233083284940804,0.058823529411764705,-0.04437782419489765,0.2010593664693783,subj_diff_two,341.0082,20,phan2008 26,,11.20378488264646,2008
99,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,2,NA,27,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,30,NA,541.476,NA,NA,NA,1.69,2.98,0.55,NA,NA,NA,NA,NA,accented,NA,NA,71.1828,NA,NA,NA,NA,NA,NA,NA,0.28,NA,paIn-pa:n[southern]_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural_processed,pain-pa:n[southern]_,not_looked_up,1,0,2,0,0,0,0,989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,Vowel discrimination (native),inphondb-native,early_language,0.11558559890202505,0.05622266717789233,0.11248955607429223,0.05325107690852509,0.0576965263519949,0.013915764279518674,0.0577606763099313,0.037037037037037035,0.20964908580312436,0.18496516113996944,subj_diff_two,541.476,30,phan2008 27,,17.79013121419331,2008
100,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,2,NA,28,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,30,NA,729.1674,NA,NA,NA,1.69,1.87,1.07,NA,NA,NA,NA,NA,accented,NA,NA,59.9274,NA,NA,NA,NA,NA,NA,NA,0.41,NA,paIn-pa:n[southern]_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,pain-pa:n[southern]_,not_looked_up,1,0,2,0,0,0,0,989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,0.23004321413916567,0.041615166939524634,0.2238813423318666,0.039415640817003515,0.11426820825391149,0.010001555936538491,0.1147694831502167,0.037037037037037035,0.41725223555201474,0.13690841159280023,subj_diff_two,729.1674,30,phan2008 28,,23.956710404731105,2008
